inverter,code,meaning,start,end,n_events,duration_h,family,power_ratio,mean_pac_kw,baseline_kw,lost_kwh,classification,code_en
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-01 07:10:00,2017-01-01 07:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-02 10:40:00,2017-01-02 13:45:00,9,3.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2017-01-02 13:10:00,2017-01-02 13:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-03 10:25:00,2017-01-03 13:35:00,5,3.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2017-01-03 11:30:00,2017-01-03 11:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-05 09:30:00,2017-01-05 09:45:00,3,0.333,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-05 12:00:00,2017-01-05 14:05:00,4,2.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-06 14:00:00,2017-01-06 14:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-07 08:30:00,2017-01-07 08:35:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-07 13:50:00,2017-01-07 13:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-08 11:50:00,2017-01-08 12:55:00,3,1.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-10 10:20:00,2017-01-10 12:45:00,6,2.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-11 09:55:00,2017-01-11 09:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-11 12:20:00,2017-01-11 13:05:00,5,0.833,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-12 07:35:00,2017-01-12 08:15:00,3,0.75,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2017-01-12 08:10:00,2017-01-12 09:20:00,2,1.25,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.008,655363,Asymmetrie im Zwischenkreis low,2017-01-12 08:30:00,2017-01-12 09:10:00,2,0.75,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.001,655363,Asymmetrie im Zwischenkreis low,2017-01-12 08:50:00,2017-01-12 09:15:00,2,0.5,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.002,655363,Asymmetrie im Zwischenkreis low,2017-01-12 09:00:00,2017-01-12 09:40:00,3,0.75,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2017-01-12 09:00:00,2017-01-12 09:00:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2017-01-12 10:05:00,2017-01-12 10:05:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-13 07:25:00,2017-01-13 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-13 15:15:00,2017-01-13 15:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-14 11:30:00,2017-01-14 12:05:00,4,0.667,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-15 09:15:00,2017-01-15 13:35:00,13,4.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2017-01-19 10:50:00,2017-01-19 10:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-21 11:35:00,2017-01-21 11:40:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-01-26 10:40:00,2017-01-26 13:20:00,4,2.75,power-stage,0.015,0.02,1.44,0.35,TRIP,power-stage fault
01.01.005,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2017-01-27 09:40:00,2017-01-27 09:40:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg.) below nominal
01.01.004,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:35:00,2017-02-03 10:20:00,10,1.833,dc-link,0.143,0.24,1.7,2.18,TRIP,DC-link asymmetry low
01.02.008,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:40:00,2017-02-03 08:40:00,1,0.083,dc-link,0.097,0.28,2.9,0.22,TRIP,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:40:00,2017-02-03 10:25:00,5,1.833,dc-link,0.181,0.52,2.89,3.75,TRIP,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:50:00,2017-02-03 08:50:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.002,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:50:00,2017-02-03 08:50:00,1,0.083,dc-link,0.221,0.58,2.62,0.17,TRIP,DC-link asymmetry low
01.01.005,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:55:00,2017-02-03 08:55:00,1,0.083,dc-link,0.06,0.19,3.25,0.25,TRIP,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2017-02-03 08:55:00,2017-02-03 08:55:00,1,0.083,dc-link,0.185,0.53,2.85,0.19,TRIP,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2017-02-03 13:20:00,2017-02-03 13:20:00,1,0.083,dc-link,0.199,0.49,2.44,0.16,TRIP,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2017-02-03 14:45:00,2017-02-03 14:45:00,1,0.083,dc-link,0.396,0.55,1.4,0.07,DERATE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2017-02-03 15:05:00,2017-02-03 15:05:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-03 15:35:00,2017-02-03 15:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-04 06:45:00,2017-02-04 06:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2017-02-04 06:55:00,2017-02-04 06:55:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg.) below nominal
01.01.007,655363,Asymmetrie im Zwischenkreis low,2017-02-04 07:55:00,2017-02-04 07:55:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2017-02-04 15:20:00,2017-02-04 15:20:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-05 07:05:00,2017-02-05 07:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2017-02-05 15:55:00,2017-02-05 15:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-07 07:15:00,2017-02-07 07:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-10 06:35:00,2017-02-10 06:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-10 15:55:00,2017-02-10 15:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2017-02-11 06:35:00,2017-02-11 06:35:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-12 06:30:00,2017-02-12 06:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2017-02-12 06:40:00,2017-02-12 06:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-13 06:30:00,2017-02-13 06:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2017-02-15 15:40:00,2017-02-15 15:40:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-17 06:35:00,2017-02-17 06:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-17 16:10:00,2017-02-17 16:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-18 06:25:00,2017-02-18 06:30:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-26 06:15:00,2017-02-26 06:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-26 16:40:00,2017-02-26 16:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-02-28 16:35:00,2017-02-28 16:40:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-01 16:45:00,2017-03-01 16:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-04 06:00:00,2017-03-04 06:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-05 05:55:00,2017-03-05 05:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:35:00,46,3.833,power-stage,0.0,0.0,4.87,18.65,TRIP,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 13:10:00,65,5.417,power-stage,0.0,0.0,5.31,28.77,TRIP,power-stage fault
01.02.012,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 13:15:00,66,5.5,power-stage,0.0,0.0,5.24,28.84,TRIP,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 13:05:00,64,5.333,power-stage,0.0,0.0,4.96,26.47,TRIP,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 13:50:00,73,6.083,power-stage,0.0,0.0,5.27,32.04,TRIP,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:25:00,44,3.667,power-stage,0.0,0.0,4.83,17.72,TRIP,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 10:35:00,34,2.833,power-stage,0.0,0.0,4.0,11.34,TRIP,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:30:00,45,3.75,power-stage,0.0,0.0,3.42,12.83,TRIP,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 10:40:00,35,2.917,power-stage,0.0,0.0,4.42,12.88,TRIP,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:20:00,43,3.583,power-stage,0.0,0.0,5.0,17.93,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:55:00,50,4.167,power-stage,0.0,0.0,5.12,21.35,TRIP,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2017-03-06 07:50:00,2017-03-06 11:50:00,49,4.083,power-stage,0.0,0.0,3.37,13.76,TRIP,power-stage fault
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 10:40:00,2017-03-06 15:50:00,63,5.25,grid-side,0.0,0.0,4.24,21.56,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 10:45:00,2017-03-06 15:55:00,63,5.25,grid-side,0.0,0.0,4.63,23.15,TRIP,grid undervoltage (ENS)
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 11:25:00,2017-03-06 15:50:00,54,4.5,grid-side,0.0,0.0,4.67,20.61,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 11:30:00,2017-03-06 15:50:00,53,4.417,grid-side,0.0,0.0,4.42,18.78,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 11:35:00,2017-03-06 15:50:00,52,4.333,grid-side,0.0,0.0,3.24,13.25,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 11:40:00,2017-03-06 15:55:00,52,4.333,grid-side,0.0,0.0,4.29,17.5,TRIP,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 11:55:00,2017-03-06 15:50:00,48,4.0,grid-side,0.0,0.0,3.08,11.53,TRIP,grid undervoltage (ENS)
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 12:00:00,2017-03-06 15:50:00,47,3.917,grid-side,0.0,0.0,4.34,16.64,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 13:10:00,2017-03-06 15:50:00,33,2.75,grid-side,0.0,0.0,3.49,9.02,TRIP,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 13:15:00,2017-03-06 15:55:00,33,2.75,grid-side,0.0,0.0,3.61,9.32,TRIP,grid undervoltage (ENS)
01.02.012,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 13:20:00,2017-03-06 15:50:00,31,2.583,grid-side,0.0,0.0,3.58,8.66,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2017-03-06 13:55:00,2017-03-06 15:50:00,24,2.0,grid-side,0.0,0.0,3.0,5.75,TRIP,grid undervoltage (ENS)
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-10 17:05:00,2017-03-10 17:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655363,Asymmetrie im Zwischenkreis low,2017-03-12 10:05:00,2017-03-12 10:05:00,1,0.083,dc-link,1.949,11.33,5.81,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-14 05:20:00,2017-03-14 05:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2017-03-17 05:15:00,2017-03-17 05:15:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.004,655616,Störmeldung vom Leistungsteil,2017-03-18 17:05:00,2017-03-18 17:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-20 05:40:00,2017-03-20 05:45:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-26 17:30:00,2017-03-26 17:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-03-27 17:35:00,2017-03-27 17:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-05 04:40:00,2017-04-05 04:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.012,655616,Störmeldung vom Leistungsteil,2017-04-05 17:40:00,2017-04-05 17:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-06 04:35:00,2017-04-06 04:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-07 04:55:00,2017-04-07 04:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-08 17:50:00,2017-04-08 17:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2017-04-12 17:40:00,2017-04-12 17:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-12 17:40:00,2017-04-12 17:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.012,655616,Störmeldung vom Leistungsteil,2017-04-14 04:15:00,2017-04-14 04:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-14 04:15:00,2017-04-14 04:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-15 04:50:00,2017-04-15 04:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-15 17:35:00,2017-04-15 17:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-17 04:25:00,2017-04-17 04:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-19 18:10:00,2017-04-19 18:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-22 18:15:00,2017-04-22 18:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2017-04-26 04:05:00,2017-04-26 04:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-04-27 18:20:00,2017-04-27 18:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-06 04:10:00,2017-05-06 04:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2017-05-06 12:45:00,2017-05-06 12:45:00,1,0.083,power-stage,2.202,22.47,10.2,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-07 03:45:00,2017-05-07 03:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-09 03:25:00,2017-05-09 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2017-05-09 03:35:00,2017-05-09 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-10 03:30:00,2017-05-10 03:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2017-05-10 03:35:00,2017-05-10 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-12 03:15:00,2017-05-12 03:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.012,655616,Störmeldung vom Leistungsteil,2017-05-12 18:15:00,2017-05-12 18:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2017-05-12 18:15:00,2017-05-12 18:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-12 18:20:00,2017-05-12 18:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-13 03:25:00,2017-05-13 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-16 03:20:00,2017-05-16 03:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2017-05-20 19:00:00,2017-05-20 19:00:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-24 03:25:00,2017-05-24 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-05-26 03:05:00,2017-05-26 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.355,12.53,9.25,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.003,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,0.661,6.28,9.5,0.27,DERATE,DC-link (neg. boosted) exceeded
01.01.005,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.324,12.45,9.41,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.010,655616,Störmeldung vom Leistungsteil,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,power-stage,1.32,12.71,9.63,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,power-stage,1.307,12.66,9.68,0.0,NUISANCE,power-stage fault
01.01.002,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.297,12.17,9.38,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.007,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.335,12.55,9.4,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.008,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.307,12.8,9.79,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.001,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-02 15:25:00,2017-06-02 15:25:00,1,0.083,dc-link,1.289,12.55,9.73,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.010,655616,Störmeldung vom Leistungsteil,2017-06-03 07:45:00,2017-06-03 07:45:00,1,0.083,power-stage,0.655,9.5,14.49,0.42,DERATE,power-stage fault
01.02.008,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-06-12 09:40:00,2017-06-12 09:40:00,1,0.083,dc-link,0.162,3.25,20.0,1.4,TRIP,DC-link (neg. boosted) exceeded
01.02.011,655616,Störmeldung vom Leistungsteil,2017-06-19 03:00:00,2017-06-19 03:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2017-06-19 19:35:00,2017-06-19 19:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-06-21 19:25:00,2017-06-21 19:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-06-28 03:00:00,2017-06-28 03:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-06-30 03:05:00,2017-06-30 03:10:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-02 03:25:00,2017-07-02 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-03 19:20:00,2017-07-03 19:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-04 03:35:00,2017-07-04 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-04 19:20:00,2017-07-04 19:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-09 03:05:00,2017-07-09 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2017-07-10 10:40:00,2017-07-10 10:40:00,1,0.083,dc-link,0.202,2.27,11.23,0.75,TRIP,DC-link (neg. boosted) exceeded
01.01.005,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2017-07-10 10:40:00,2017-07-10 10:40:00,1,0.083,dc-link,0.214,2.55,11.89,0.78,TRIP,DC-link (pos. boosted) exceeded
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-12 03:10:00,2017-07-12 03:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-13 03:35:00,2017-07-13 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-15 18:45:00,2017-07-15 18:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-20 18:45:00,2017-07-20 18:55:00,2,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2017-07-21 03:25:00,2017-07-21 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
